id,qno,chapter,questionType,stem,optionA,optionB,optionC,optionD,optionE,correctAnswer,analysis,difficulty,source,isActive
q_00487,39,第二章 电力市场服务,multiple,"根据《电力交易机构市场服务""八项承诺""》 (国家电网交易〔2018〕 581号),电力 交易机构应( )组织市场交易,尊重市场主体意愿,不以任何方式( )",公平,公正,操纵市场,干预市场,,BC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00488,40,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 1595号), ( )根据职责对售 电公司进行监管。",国家发展改革委,第三方机构,能源监管机构,地方主管部门,,CD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00489,41,第二章 电力市场服务,multiple,"根据《北京电力交易中心电力交易大厅服务管理规定(试行)》 (京电交综〔2018〕 9号),服务人员负责( )信息更新工作,各专业部门配合提供更新内容",电力交易信息网站,电力交易大厅滚动信息,自助查询终端,微信公众号,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00490,42,第二章 电力市场服务,multiple,"根据《售电公司市场注册及运营服务规范指引》 (京电交市〔2022〕 25号),以下对 售电公司经营场所要求的描述正确的是( )","经营场所为自有产权的,提供《房屋所有权证》或《不动产权证书》","经营场所为租赁的,提供租赁合同及出租房《房屋所有权证》或《不动产权证书》",房屋使用性质须为写字楼、商业用房等非住宅性质,租赁合同的合同期限能覆盖注册日期起至少1年,"售电范围涉及多个省的售电公司,至少要在售电公司″首注地""所在行政区域内具备经 营场所",ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00491,43,第二章 电力市场服务,multiple,"根据《统一电力交易服务热线运蕾管理办法(试行)》 (京电交市〔2022〕 50号), 统一电力交易服务热线运营要求是指坚持( )的要求",统一管理,分级负责,协同高效,通力合作,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00492,44,第二章 电力市场服务,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),需提供资产证明包括具 备资质、无不良信用记录的会计事务所出具的该售电公司近( )个月内的资产评估报 告,或近( )年的审计报告,或近( )个月的验资报告、银行流水,或开户银行 出具的实收资本证明","3, 1, 6","6, 1, 6","3, 1, 3","6, 1, 3",,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00493,45,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号)规定,接入电力交易平 台的售电公司技术支持系统,需提供( )以及( ),对于购买或租赁平台 )、 ( 的还需提供购买或租赁合同",安全等级报告,软件著作权证书,租赁合同,平台功能截图,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00494,46,第二章 电力市场服务,multiple,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 知识管理应遵循( )的原则0 -、不定项选择题",统一管理,分级负责,及时更新,持续改善,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00495,47,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号)规定,连续( )个 月未进行( )的售电公司,电力交易机构征得地方主管部门同意后暂停其交易资格, 重新参与交易前须再次进行公示",12,6 O,实际交易,实际代理,,AC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00496,48,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15鲜号),售电公司有下列情形之 一的,经地方主管部门和能源监管机构调查确认后,启动强制退出程序( )","隐瞒有关情况或者以提供虚假申请材料等方式违法违规进入市场,且拒不整改的","严重违反市场交易规则,且拒不整改的","依法被撤销、解散,依法宣告破产、歇业的",连续3年未在任一行政区域开展售电业务的,"未持续满足注册条件,且未在规定时间内整改到位的 O",ABCDE,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00497,49,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15妈号),履约保函在退出后6个 月内失效的,或售电公司在退出后6个月内办理企业注销、需取回履约保函的,售电公司 须与其( )协商,由第三方出具连带责任担保并经过公证的承诺书,提交电力交易机 构后退还其履约保函",股东,上级单位,其他有履行能力的第三方,第三方,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00498,50,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15掷号)规定,原则上所有售电 公司均可申请成为保底售电公司,地方主管部门负责审批选取其中( )实力强的主体 成为保底售电公司,并向市场主体公布",经营稳定,信用良好,资金储备充足,人员技术,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00499,51,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 lS筛号),保底成本包括因用户数 量不确定导致的( )导致的风险成本等 )、 (",成本上升,亏损上升,极端因素,极端购电,,AC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00500,52,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),保底售电公司须将保底 售电业务( ),并定期将相关价格水平、盈亏情况上报地方主管部门",单独记账,独立记账,单独核算,独立核算 O,,AD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00501,53,第二章 电力市场服务,single,"根据《国家发展改革委办公厅关于组织开展电网企业代理购电工作有关事项的通 知》 (发改办价格〔2021〕 809号),暂无法直接参与市场交易的电力用户可由( )代理购 电",售电公司,聚合商,虚拟电厂,电网企业,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00502,54,第二章 电力市场服务,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 15明号),售电公司可自愿申请退 出售电市场,应提前( )个工作日向电力交易机构提交退出申请",10,30,45,60,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00503,55,第二章 电力市场服务,multiple,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),经合同转让、拍卖等方 式仍未完成处理的,已签订尚未履行的购售电合同终止履行,零售用户可以与其他售电公 司签订新的零售合同,否则由( )代理该部分零售用户",转让,双边协商,拍卖,集中竟价,,AC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00504,57,第二章 电力市场服务,multiple,"根据《电力交易机构市场服务""八项承诺""》 (国家电网交易〔2018〕 581号),电力 交易机构应保障交易信息安全,强化保密措施,不泄露市场主体( )和( )",私有信息,私密信息,商业秘密,商业机密,,AC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00505,58,第二章 电力市场服务,multiple,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),新型储能 主体参与电力市场应满足( )的准入条件,具体数值以国家或当地电力主管部门规 定为准",最大充放电功率,最大调节容量,持续充放电时间,持续调节时间,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00506,59,第二章 电力市场服务,multiple,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),新型储能 主体注册时须提供的信息包括( )",工商信息,法定代表人信息 c.银行开户信息,,联系信息,其他信息,ABCDE,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00507,60,第二章 电力市场服务,multiple,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),电力交易 机构完成对新型储能主体的注销申请信息核验后,通过( )等开展市场退出公示,公 示不少于5个工作日",电力交易平台,政府指定官方网站,内部网站,第三方信用平台,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00508,61,第二章 电力市场服务,single,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),除豁免情形 外,发电企业应在项目完成启动试运工作后( )内(风电、光伏发电项目应当在并网 后6个月内)取得电力业务许可证,分批投产的发电项目可分批申请",1个月,2个月,3个月,4个月 O,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00509,62,第二章 电力市场服务,single,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),对于采用告知 承诺方式取得电力业务许可证的企业,派出机构应按告知承诺制有关规定对企业承诺的 )进行监督检查 (",准确性,真实性,完整性,一致性,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00510,63,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运蕾的通知》 (国家电网交易(2023) 306号),零售市场建设运营工作的总体原则是( )","统一开放,竟争有序","管理规范,公开透明","科学高效,技术创新","多方协同,共建共赢 O",,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00511,64,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),研究完善零售市场与批发市场在( )等方面的衔接机 制,推动零售市场更加有效地融入电力市场体系",交易周期,交易组织,价格传导,偏差处理,,ACD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00512,65,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),简化零售用户注册流程,充分运用电子营业执照等技术, 依托""e-交易""为零售用户提供( )快速智能注册体验",免填写,免纸质 c.免费用,,免审核,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00513,66,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),坚持( )原则,加强政策宣传与规则培训,完善零售 市场规则与平台服务,引导代理购电用户直接参与市场",政府主导,公司主动,用户自愿,用户自主,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00514,67,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),各单位结合本地市场建设运营实际,按照""( )""的原 则,研究设计标准化零售套餐",好理解,易推广,强兼容,价格优,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00515,68,第二章 电力市场服务,multiple,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),依托""e一交易""提供电商式的零售交易服务,优化完善 )等功能服务,促进零售市场充分竞争和透明高效运作 (",一键式用户注册,网购式零售交易,便捷式智能结算,全景式信息披露,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00516,69,第二章 电力市场服务,single,"发电企业的机组信息变更,不涉及物理运行参数信息的,由发电企业向( 提供",电力交易机构,电力调度机构,电力单位,交易系统,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00517,70,第二章 电力市场服务,single,CFCA数字证书的绑定方式是( ),"提交绑定申请等相关资料,联系管理员进行绑定",直接联系管理员进行绑定,"提交能证明证书的资料即可,联系管理员进行绑定",我别人代替自己进行绑定,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00518,71,第二章 电力市场服务,single,"装机明显冗余,火电利用小时数偏低地区,除( )外,原则上不再新(扩)建 自备电厂",以热定电的热电联产项日,调频机组,调峰机组,燃气机组,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00519,72,第二章 电力市场服务,single,"根据《电力中长期交易基本规则》 (发改能源规〔2020〕 889号),以下选项中不是 市场注册业务的是( )",注册,信息变更,市场材料承诺、公示,市场注销,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00520,73,第二章 电力市场服务,multiple,下列主体中可从事竟争性售电业务的是( ),拥有分布式电源的用户,供水、供气、供热等公共服务行业,电力交易中心,节能服务公司,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00521,1,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15明号),售电公司是指提供 )或( )的市场主体。 (",,,,,,售电服务 配售电服务,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00522,2,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15明号),国家主管部门、国家发 展改革委统筹组织地方主管部门授权电力交易机构、 ( )开展售电公司信用评价工作。",,,,,,第三方征信机构,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00523,3,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规(2021〕 15筛号),各电力交易机构按照 ), ( )""原则,统一售电公司注册服务流程、服务规范、要件清单、审验标准 ""( 等,明确受理期限、接待日、公示日。",,,,,,一地注册 信息共享,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00524,4,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 1595号),负责首次办理售电公司 注册手续的电力交易机构,负责对其按照《售电公司管理办法》规定办理业务的有关材料 进行( ),必要时组织对售电公司进行( )。",,,,,,完整性审查 现场核验,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00525,5,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),对于售电公司提交的注 册材料不符合要求的,电力交易机构应予以( )告知。",,,,,,一次性书面,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00526,6,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15卯号),售电公司注册信息发生 变化时,应在( )个工作日内向首次注册的电力交易机构申请信息变更。",,,,,,5,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00527,7,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),售电公司与电力用户按 照( )为最小单位签订合同,其中新注册用户的合同生效时间为当月实际签订时间。",,,,,,月,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00528,8,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15班号),依托公共信用综合评价 标准体系建立售电公司信用评价体系。依托( )、""( )""网站等政府指定网站,开 发建设售电公司信用信息系统。",,,,,,电力交易平台 信用中国,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00529,9,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号),国家能 源局派出机构确定调试运行期的发电机组和独立新型储能,以及退出商业运蕾但仍然可以 发电上网的发电机组(不含煤电应急备用电源)和独立新型储能辅助服务费用分摊标准, 分摊标准原则上应当高于商业运营机组分摊标准,但不超过当月调试期电费收入的 ),分摊费用月结月清。 (",,,,,,10%,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00530,10,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 1595号),售电公司被强制退出, 其所有已签订但尚未履行的购售电合同优先通过( )的方式,在10个工作日内完成处 理。 ⑩ Ⅱ.根据《电力交易机构市场服务""八项承诺""》 (国家电网交易〔2018〕 581号),电 力交易机构应( )对待市场主体,( )开放市场,维护市场主体( )。",,,,,,公平 无差别无歧视 合法权益,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00531,12,第二章 电力市场服务,blank,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号), ( )对电 力交易机构落实许可制度情况实施监督管理。",,,,,,国家能源局及其派出机构,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00532,13,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 1595号),在地方主管部门和能源 监管机构的协调下,自愿退出售电公司应在( )之前(含当月)通过自主协商的方式 完成购售电合同处理。 ゜ 14根据《售电公司管理办法》 (发改体改规〔2021〕 1595号),对继续履行购售电合同 确实存在困难的售电公司,其( )及电力用户按照有关要求由保底售电公司承接。",,,,,,批发合同,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00533,15,第二章 电力市场服务,blank,"根据《北京电力交易中心电力交易大厅服务管理规定(试行)》 (京电交综〔2018〕 9号),服务人员每月( )日前完成月度市场交易信息发布的更新。",,,,,,10,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00534,16,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 1朔号),拟退出售电公司退出前 需结清( )和交易手续费。",,,,,,市场化电费,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00535,17,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),原则上( )售电公 司可申请成为保底售电公司。",,,,,,所有,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00536,18,第二章 电力市场服务,blank,"根据《北京电力交易中心交易大厅运营管理规定(试行)》 (京电交综〔2018) 43号), 办理业务应实行( )。无论办理业务是否对口,工作人员都要认真倾听、热心引导。",,,,,,首问负责制,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00537,19,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规(2021〕 15明号),保底售电公司从发出通 知的次月起承接批发合同及电力用户服务,其保底服务对应的市场化交易( )。",,,,,,单独结算,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00538,20,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),中长期模式下,保底零 售价格按照( )执行,具体价格水平由省级价格主管部门确定。",,,,,,电网企业代理购电价格的1.5倍,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00539,21,第二章 电力市场服务,blank,"根据《售电公司管理办法》 (发改体改规〔2021) 15妈号),现货结算试运行或正式 运行期间,由地方主管部门根据电力市场实际价格及( )确定分时保底零售价格,并 定期调整。",,,,,,保底成本,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00540,22,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 对于投诉举报工单,应如实填写( )字段。",,,,,,联系客户,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00541,23,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022) 50号), 各级交易中心接到工单后,应对工单进行研判,原则上( )个小时内完成转派。",,,,,,2,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00542,24,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023) 48号),发电机 组和独立新型储能并网调试运行工作应遵循( )等有关规定。",,,,,,《电网运行准则》,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00543,25,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号)'首次并 网调试时,拥有自备机组和独立新型储能的电力用户需要与电网企业签订( )",,,,,,高压供用电合同,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00544,26,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号),首次并 网调试时,发电机组和独立新型储能需要按照《电网运行准则》明确的时间要求向电力调 度机构提交( )和有关资料。",,,,,,并网运行申请书,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00545,27,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号),发电机 组和独立新型储能退出商业运营前,原则上应与有关各方完成相关合同、协议的( ) 和( )工作。",,,,,,清算 解除,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00546,28,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号),发电机 组和独立新型储能相关电力工程应符合有关规定,并通过有资质的( )监督检查。符 合豁免条件的电力工程除外。",,,,,,质监机构,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00547,29,第二章 电力市场服务,blank,"《电力交易机构市场服务""八项承诺""》自( )起正式执行。",,,,,,2018年7月1日,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00548,30,第二章 电力市场服务,blank,"根据《国家发展改革委办公厅关于组织开展电网企业代理购电工作有关事项的通 知》 (发改办价格〔2021〕 809号),取消工商业目录销售电价后, ( )用户原则上要直 接参与市场交易(直接向发电企业或售电公司购电)。",,,,,,10kv及以上,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00549,31,第二章 电力市场服务,blank,"根据《国家发展改革委办公厅关于组织开展电网企业代理购电工作有关事项的通 知》 (发改办价格〔2021〕 809号),由电网企业代理购电的工商业用户,可在每季度最后 )前选择下一季度起直接参与市场交易。 (",,,,,,15日,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00550,32,第二章 电力市场服务,blank,购售电关系管理包括零售用户与售电公司的购售电关系的建立、 ( )、 ( )。,,,,,,变更 解除,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00551,33,第二章 电力市场服务,blank,"零售用户在电网营销申请销户时,需完成当期市场化电量电费结算,经对应的售电 公司确认,按销户业务办理,电网营销部门需在销户业务( )将销户信息同步至电力 交易机构。",,,,,,办结当天,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00552,34,第二章 电力市场服务,blank,"零售用户的《电力零售市场购售电意向协议》、三方《市场化零售业务协议》到 期,或与原签约售电公司协商解除尚未到期的购售电关系后,可转为( )或( )。",,,,,,电网企业代理购电 直接交易用户,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00553,35,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 国网客服中心受理客户催办或补充相关资料诉求后,应在( )内派发催办工单。",,,,,,10min,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00554,36,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 同一工单催办次数原则上不超过( )次。",,,,,,2,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00555,37,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022) 50号), 由客户原因导致回访不成功的,国网客服中心回访应安排不少于( )次。",,,,,,3,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00556,38,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 国网客服中心回访每次间隔不小于( )。",,,,,,2h,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00557,39,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号),国 网客服中心与各级交易中心在工单派发环节对同一张工单退单次数不得超过( )次。",,,,,,3,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00558,40,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 各级交易中心对派发区域、客户联系方式等信息错误、缺失或无客户有效信息、分类选择 错误的工单,应在( )内填写退单原因,将工单回退至国网客服中心。",,,,,,2h,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00559,41,第二章 电力市场服务,blank,"根据《统一电力交易服务热线运营管理办法(试行)》 (京电交市〔2022〕 50号), 国网客服中心接到各级交易中心回单后,应在( )内回访客户。",,,,,,1个工作日,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00560,42,第二章 电力市场服务,blank,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),新型储能 主体注册时须提供( )信息和( )信息。",,,,,,企业 项目(单元),暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00561,43,第二章 电力市场服务,blank,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),为保障新型 储能主体注册信息核验准确,电力交易机构应将相关信息及时线上推送电网公司、电力调度 机构,电网公司、电力调度机构应于( )个工作日内核实,并向电力交易机构反馈",,,,,,2,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00562,44,第二章 电力市场服务,blank,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),注册生效 后,交易机构将注册生效的新型储能主体( )、 ( )等相关信息传递至电网公司, 电网公司完成营销系统档案变更。",,,,,,发电客户编号 用电客户编号,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00563,45,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号),发电机 组和独立新型储能进入及退出商业运营相关工作应坚持( )、 ( )、 ( )、 )原则。 (",,,,,,公开 公平 公正 高效,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00564,46,第二章 电力市场服务,blank,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),新型储能 主体企业信息发生变更(统一社会信用代码除外),应在变更之日起( )个工作日内在 交易平台提交注册信息变更申请,经电力交易机构核验通过后变更生效。",,,,,,5,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00565,47,第二章 电力市场服务,blank,"根据《新型储能主体注册规范指引(试行)》 (京电交市〔2022〕 73号),涉及项目 ( )变更的,由电力调度机构向电力交易机构提供相关信息。",,,,,,物理运行参数信息,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00566,48,第二章 电力市场服务,blank,"根据《关于推进售电侧改革的实施意见》,省级政府或由省级政府授权的部门将公 示期满无异议的市场主体纳入年度公布的市场主体目录,并实行( )。",,,,,,动态管理,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00567,49,第二章 电力市场服务,blank,"根据《电力中长期交易基本规则》 (发改能源规〔2020〕 889号),办理售电增项业 务的发电企业,应当分别以( )和( )的市场主体类别进行注册。",,,,,,发电企业 售电公司,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00568,50,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运蕾办法》 (国能发监管规〔2023) 48号),发电机 组和独立新型储能调试运行期上网电量,由电网企业收购,纳入( )来源。",,,,,,代理购电电量,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00569,51,第二章 电力市场服务,blank,"根据《发电机组进入及退出商业运营办法》 (国能发监管规〔2023〕 48号), ( )负责进入商业运营有关材料的收集、办理、存档等工作。",,,,,,电网企业,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00570,52,第二章 电力市场服务,blank,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),拥有配电网运 营权的售电公司具备向配电区域内现有负荷( )的能力,具有配电网络后续建设规 划,承诺供电能力、供电质量符合( )等有关规定,即可申请( )。",,,,,,供电 《供电监督办法》 电力业务许可证,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00571,53,第二章 电力市场服务,blank,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),持证供电企业 主要供电设施及供电营业分支机构发生变化的,应当于每年( )集中向派出机构提出 登记事项变更申请。",,,,,,二季度,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00572,54,第二章 电力市场服务,blank,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),发电机组运行 达到( )的,应当向派出机构申请退役或申请延续运行。",,,,,,设计使用年限,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00573,55,第二章 电力市场服务,blank,"根据《电力业务许可证监督管理办法》 (国能发资质〔2020) 69号),电网企业因故 需要停业、歇业的,应当在停业、歇业之前以( )向发证机关提出申请,经批准后方 可停业、歇业。 O s6.根据《电力业务许可证监督管理办法》 (国能发资质〔2020〕 69号),电力业务许可 证有效期届满需要延续的,持证企业应当在有效期届满( )前向派出机构提出许可证 有效期延续申请。 O s7.根据《电力业务许可证监督管理办法》 (国能发资质(2020) 69号),发电企业、 ( )在电力交易机构注册时,电力交易机构应当核实其是否取得电力业务许可证,注册 信息是否与许可证记录相符。",,,,,,拥有配电网运营权的售电公司,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00574,58,第二章 电力市场服务,blank,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),推动完善零售市场监管体系,强化( )、 ( )、 )监管,构建公平开放、竟争有序的零售市场。 (",,,,,,事前 事中 事后,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00575,59,第二章 电力市场服务,blank,"根据《国家电网有限公司关于进一步服务电力零售市场建设与规范运营的通知》 (国家电网交易〔2023〕 306号),依托( )、 ( )零售合同,推动零售用户计量数据 线上交互。",,,,,,标准化 结构化,暂无解析,未设置,电力交易题库_结构化初版.docx,true
